question,answers
‘Mucke’ is the Serbo-Croatian name for which UK tv series?,"{'answer_start': array([500]), 'text': array(['only fools and horses'], dtype=object)}"
In which British city is the Jewry Wall Museum?,"{'answer_start': array([255]), 'text': array(['leicester'], dtype=object)}"
In which British city is the Jewry Wall Museum?,"{'answer_start': array([454]), 'text': array(['leicester'], dtype=object)}"
In which British city is the Jewry Wall Museum?,"{'answer_start': array([671]), 'text': array(['leicester'], dtype=object)}"
The Forest of Arden is in which English county?,"{'answer_start': array([67]), 'text': array(['warwickshire'], dtype=object)}"
Who wrote the 1930’s novel ‘Tender is the Night’?,"{'answer_start': array([249]), 'text': array(['scott fitzgerald'], dtype=object)}"
Thanatology is the scientific study of what?,"{'answer_start': array([274]), 'text': array(['dying'], dtype=object)}"
Thanatology is the scientific study of what?,"{'answer_start': array([388]), 'text': array(['dying'], dtype=object)}"
Thanatology is the scientific study of what?,"{'answer_start': array([807]), 'text': array(['dying'], dtype=object)}"
La Paz is the administrative capital of which South American country?,"{'answer_start': array([317]), 'text': array(['bolivia'], dtype=object)}"
La Paz is the administrative capital of which South American country?,"{'answer_start': array([11]), 'text': array(['bolivia'], dtype=object)}"
La Paz is the administrative capital of which South American country?,"{'answer_start': array([922]), 'text': array(['bolivia'], dtype=object)}"
"Spud, Shot and Hand are all types of what?","{'answer_start': array([60]), 'text': array(['gun'], dtype=object)}"
"Spud, Shot and Hand are all types of what?","{'answer_start': array([237]), 'text': array(['gun'], dtype=object)}"
"Spud, Shot and Hand are all types of what?","{'answer_start': array([1399]), 'text': array(['gun'], dtype=object)}"
What colour is the liqueur ‘Parfait d’Amour’?,"{'answer_start': array([191]), 'text': array(['purple'], dtype=object)}"
What colour is the liqueur ‘Parfait d’Amour’?,"{'answer_start': array([291]), 'text': array(['purple'], dtype=object)}"
What colour is the liqueur ‘Parfait d’Amour’?,"{'answer_start': array([1056]), 'text': array(['purple'], dtype=object)}"
What is the main ingredient of borscht soup?,"{'answer_start': array([888]), 'text': array(['beet'], dtype=object)}"
What is the main ingredient of borscht soup?,"{'answer_start': array([353]), 'text': array(['beet'], dtype=object)}"
The UEFA (Union of European Football Associations) was founded in which European country in 1954?,"{'answer_start': array([311]), 'text': array(['switzerland'], dtype=object)}"
The UEFA (Union of European Football Associations) was founded in which European country in 1954?,"{'answer_start': array([471]), 'text': array(['switzerland'], dtype=object)}"
The UEFA (Union of European Football Associations) was founded in which European country in 1954?,"{'answer_start': array([669]), 'text': array(['switzerland'], dtype=object)}"
"In 1951, which European country saw the abdication of King Leopold lll in favour of his son Baudouin?","{'answer_start': array([164]), 'text': array(['belgian'], dtype=object)}"
"In 1951, which European country saw the abdication of King Leopold lll in favour of his son Baudouin?","{'answer_start': array([498]), 'text': array(['belgian'], dtype=object)}"
"Smoky, Leaf-nosed and Vesper are all species of which creature?","{'answer_start': array([1248]), 'text': array(['bats'], dtype=object)}"
"Smoky, Leaf-nosed and Vesper are all species of which creature?","{'answer_start': array([474]), 'text': array(['bats'], dtype=object)}"
"Smoky, Leaf-nosed and Vesper are all species of which creature?","{'answer_start': array([871]), 'text': array(['bats'], dtype=object)}"
"Brown, American Rainbow and Cutthroat are all types of which fish?","{'answer_start': array([127]), 'text': array(['trout'], dtype=object)}"
"Brown, American Rainbow and Cutthroat are all types of which fish?","{'answer_start': array([951]), 'text': array(['trout'], dtype=object)}"
"Brown, American Rainbow and Cutthroat are all types of which fish?","{'answer_start': array([129]), 'text': array(['trout'], dtype=object)}"
Selenology is the scientific study of which celestial body?,"{'answer_start': array([1393]), 'text': array(['moon'], dtype=object)}"
Selenology is the scientific study of which celestial body?,"{'answer_start': array([1524]), 'text': array(['moon'], dtype=object)}"
Louis Reard created which two-piece item of clothing in 1946?,"{'answer_start': array([995]), 'text': array(['bikini'], dtype=object)}"
Louis Reard created which two-piece item of clothing in 1946?,"{'answer_start': array([395]), 'text': array(['bikini'], dtype=object)}"
Louis Reard created which two-piece item of clothing in 1946?,"{'answer_start': array([303]), 'text': array(['bikini'], dtype=object)}"
The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,"{'answer_start': array([533]), 'text': array(['egypt'], dtype=object)}"
The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,"{'answer_start': array([961]), 'text': array(['egypt'], dtype=object)}"
The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,"{'answer_start': array([1238]), 'text': array(['egypt'], dtype=object)}"
What is the US state capital of Idaho?,"{'answer_start': array([756]), 'text': array(['boise'], dtype=object)}"
What is the US state capital of Idaho?,"{'answer_start': array([696]), 'text': array(['boise'], dtype=object)}"
What is the US state capital of Idaho?,"{'answer_start': array([200]), 'text': array(['boise'], dtype=object)}"
The ‘La Scala Opera House’ is in which European city?,"{'answer_start': array([1239]), 'text': array(['milan'], dtype=object)}"
The ‘La Scala Opera House’ is in which European city?,"{'answer_start': array([636]), 'text': array(['milan'], dtype=object)}"
"In humans, epicondylitis affects which part of the body?","{'answer_start': array([319]), 'text': array(['elbow joint'], dtype=object)}"
"In humans, epicondylitis affects which part of the body?","{'answer_start': array([343]), 'text': array(['elbow joint'], dtype=object)}"
The Transandine Railway runs between which two South American countries?,"{'answer_start': array([413]), 'text': array(['chile and argentina'], dtype=object)}"
"Which actor plays Cate Blanchett's father in the 2004 film ""The Missing"", a story set in 19th century New Mexico where the father works with estranged daughter Blanchett to get her kidnapped child back?","{'answer_start': array([359]), 'text': array(['tommy lee jones'], dtype=object)}"
Maria Fitzherbert was ‘married’ to which British monarch?,"{'answer_start': array([442]), 'text': array(['george iv'], dtype=object)}"
Boll weevil cause damage to which crop?,"{'answer_start': array([26]), 'text': array(['cotton'], dtype=object)}"
Boll weevil cause damage to which crop?,"{'answer_start': array([449]), 'text': array(['cotton'], dtype=object)}"
Boll weevil cause damage to which crop?,"{'answer_start': array([104]), 'text': array(['cotton'], dtype=object)}"
Mount Chimborazo is in which South American country?,"{'answer_start': array([822]), 'text': array(['ecuador'], dtype=object)}"
Mount Chimborazo is in which South American country?,"{'answer_start': array([445]), 'text': array(['ecuador'], dtype=object)}"
Tirana is the capital of which European country?,"{'answer_start': array([276]), 'text': array(['albania'], dtype=object)}"
Tirana is the capital of which European country?,"{'answer_start': array([1194]), 'text': array(['albania'], dtype=object)}"
Tirana is the capital of which European country?,"{'answer_start': array([643]), 'text': array(['albania'], dtype=object)}"
In September 2006 the government of Prime Minister Thaksin Shinawatra was overthrown in which Asian country?,"{'answer_start': array([360]), 'text': array(['thailand'], dtype=object)}"
In September 2006 the government of Prime Minister Thaksin Shinawatra was overthrown in which Asian country?,"{'answer_start': array([540]), 'text': array(['thailand'], dtype=object)}"
In September 2006 the government of Prime Minister Thaksin Shinawatra was overthrown in which Asian country?,"{'answer_start': array([172]), 'text': array(['thailand'], dtype=object)}"
Which poet wrote ‘The Lake Isle of Innisfree’?,"{'answer_start': array([24]), 'text': array(['yeats'], dtype=object)}"
Which poet wrote ‘The Lake Isle of Innisfree’?,"{'answer_start': array([1186]), 'text': array(['yeats'], dtype=object)}"
Which poet wrote ‘The Lake Isle of Innisfree’?,"{'answer_start': array([109]), 'text': array(['yeats'], dtype=object)}"
What colour are the flowers of a hawkbit plant?,"{'answer_start': array([281]), 'text': array(['yellow'], dtype=object)}"
What colour are the flowers of a hawkbit plant?,"{'answer_start': array([993]), 'text': array(['yellow'], dtype=object)}"
What did fictional detective Sherlock Holmes keep in the toe of his Persian slipper?,"{'answer_start': array([347]), 'text': array(['tobacco'], dtype=object)}"
What did fictional detective Sherlock Holmes keep in the toe of his Persian slipper?,"{'answer_start': array([828]), 'text': array(['tobacco'], dtype=object)}"
What did fictional detective Sherlock Holmes keep in the toe of his Persian slipper?,"{'answer_start': array([1221]), 'text': array(['tobacco'], dtype=object)}"
"In medicine, algology is the study of what?","{'answer_start': array([390]), 'text': array(['pain'], dtype=object)}"
"In medicine, algology is the study of what?","{'answer_start': array([1093]), 'text': array(['pain'], dtype=object)}"
"In medicine, algology is the study of what?","{'answer_start': array([463]), 'text': array(['pain'], dtype=object)}"
What type of animal is Baloo in the novel ‘The Jungle Book’ by Rudyard Kipling?,"{'answer_start': array([536]), 'text': array(['bear'], dtype=object)}"
What type of animal is Baloo in the novel ‘The Jungle Book’ by Rudyard Kipling?,"{'answer_start': array([420]), 'text': array(['bear'], dtype=object)}"
The Manuel M.Torres Dam is the largest hydro plant in which country?,"{'answer_start': array([308]), 'text': array(['mexico'], dtype=object)}"
The Manuel M.Torres Dam is the largest hydro plant in which country?,"{'answer_start': array([630]), 'text': array(['mexico'], dtype=object)}"
